Judul,Isi,Tanggal,Kategori
Sukanta Didorong Maju Jadi Wakil Bupati Lebak di Pemilu 2024,"LEBAK– Kepala Dinas Kesatuan Bangsa dan Politik (Kesbangpol) Lebak, Sukanta didukung berbagai elemen masyarakat untuk menjadi bakal calon Wakil Bupati (Wabup) Lebak di tahun 2024 nanti. Dukungan tersebut muncul dari berbagai elemen yaitu, kasepuhan adat, tokoh agama, dan warga Kabupaten Lebak.Jamil Muhamad Yunus, tokoh agama di Kampung Sukajadi, Desa Rahong, Kecamatan Malingping, Kabupaten Lebak mengatakan, berdasarkan dari musyawarah tetua desa dan sebagian masyarakat di wilayahnya menginginkan agar Kepala Kesbangpol Kabupaten Lebak tersebut menjadi Wabup Lebak di tahun 2024 nanti.“Kalau untuk Calon Bupati Lebak sih kayanya sudah ada nama yang muncul, makannya kami bermusyawarah dan menghasilkan kesepakatan bahwa pak Sukanta harus menjadi Wabup Lebak, siapapun Calon Bupatinya,” kata Jamil saat dihubungi, Minggu (15/10/2023).Ia mengungkapkan, keputusan tersebut tidak semata-mata diputuskan begitu saja. Namun, nama Sukanta didorong menjadi Wabup berdasarkan penilaian dari berbagai macam aspek seperti, memiliki kinerja yang baik, dapat berbaur dengan masyarakat, dapat mengayomi kasepuhan di Lebak, dan memiliki pengalaman yang cukup dalam birokrasi.“Kami sangat memerlukan pemimpin seperti pak Sukanta, kebetulan sekarang juga pak Sukanta menjabat sebagai Ketua Kasepuhan Lembaga Kesatuan Adat Kasepuhan Banten Kidul ( SABAKI) dan Kepala Kesbangpol Lebak,” terangnya.Ia menjelaskan, Sukanta juga memiliki rekam jejak yang baik ketika menjabat sebagai camat di tiga Kecamatan antara lain, Kecamatan Malingping, Kecamatan Wanasalam, dan Kecamatan Banjarsari.“Beliau terkenal sangat dekat dengan pondok pesantren, komunitas, dan berbagai macam kalangan, bahkan ketika kami meminta bantuan tidak pernah mempersulit,” ucap Jamil.Jamil menambahkan, berdasarkan pandangan pihaknya Sukanta juga memiliki intregritas, populeritas dan elektabilitas yang cukup sebagai bagian dari modal untuk menjadi Wabup Lebak.“Secara popularitas beliau sangat memenuhi untuk menjadi Wabup, kami berharap kalau memang Bupati-nya dari Selatan, Wabup-nya harus dari Selatan,” sambungnya.Sementara itu, Tokoh Kasepuhan Kampung Cipinang, Desa Girimukti, Kecamatan Cilograng, Juanda menyatakan sikap yang sama yakni menginginkan agar Sukanta menjadi Wakil Bupati Lebak di tahun 2024 nanti.“Tentunya pak Sukanta sangat bagus dalam bekerja, dan bermasyarakat, yang paling penting menentukan Wabup itu harus putra daerah, dan kebetulan pak Sukanta asli Lebak,” ucapnya. (San/Red)","Senin 16 Okt 2023,    02:08 WIB",Politik
Gubernur Bali Tolak Kedatangan Timnas Israel di Piala Dunia U-20,"BALI– Gubernur Bali I Wayan Koster layangkan surat penolakan terkait akan datangnya kedatangan timnas Israel pada gelaran Piala Dunia U-20.Penolakan tersebut didasarkan pada kejahatan HAM yang dilakukan Israel terhadap Palestina. Surat penolakan tersebut dimuat dalam surat bernomor T.00.426/11470/SEKRET.Isi dari surat tersebut menerangkan bahwasanya, apa yang Israel lakukan pada Palestina sangat bertentangan dengan sikap politik Indonesia terhadap Palestina.Selain itu, dibahas pula bahwa Indonesia sama sekali tidak memiliki hubungan diplomatik dengan Israel.Surat penolakan tersebut ditujukan terhadap Menteri Pemuda dan Olahraga, pihak yang berwenang dallam gelaran Piala Dunia U20 di Indonesia.Berikut ini merupakan isi lengkap dari surat gubernur Bali yang menolak Timnas Israel:Bersama ini dengan hormat disampaikan, sebagaimana tertuang dalam Keputusan Presiden RI Nomor 19 Tahun 2020 tentang Panitia Nasional Penyelenggaraan FIFA U-20 World Cup Tahun 2021, dilanjutkan dengan Keputusan Presiden RI Nomor 22 Tahun 2022 tentang Panitia Nasional Penyelenggaraan Faderation Internationale De Football Association Under 20 World Cup Tahun 2023, yang menetapkan 6 Provinsi sebagai tempat pelaksanaan FIFA U-20, yaitu: 1) DKI Jakarta; 2) Sumatera Selatan; 3) Jawa Barat; 4) Jawa Tengah; 5) Jawa Timur; dan 6) Bali.Penyelenggaraan Piala Dunia Sepak bola FIFA U-20 Tahun 2023, direncanakan berlangsung pada tanggal 20 Mei-11 Juni 2023, yang diikuti oleh 24 negara.Menurut informasi yang kami terima, bahwa tim dari negara Israel menjadi peserta yang akan mengikuti Piala Dunia FIFA U-20.Berkenaan dengan keikutsertaan tim dari negara Israel, Kami menyampaikan sudut pandang bahwa kebijakan politik Israel terhadap Palestina yang tidak sesuai dengan kebijakan politik pemerintahan Republik Indonesia, yang sampai saat ini masih menjadi masalah serius politik regional, serta tidak adanya hubungan diplomatik antara pemerintah Republik Indonesia dengan pemerintah Israel.Sehubungan dengan hal tersebut, kami mohon agar Bapak Menteri mengambil kebijakan untuk melarang tim dari negara Israel ikut bertanding di Provinsi Bali. Kami, pemerintah Provinsi Bali menyatakan menolak keikutsertaan tim dari negara Israel untuk bertanding di Provinsi Bali. Hal ini dilakukan untuk menghormati hubungan diplomatik antara Pemerintah Republik Indonesia dengan pemerintah negara lain di dunia, khususnya yang berkaitan dengan Israel.Demikian permohonan disampaikan, semoga Bapak Menteri berkenan untuk mempertimbangkan dengan bijaksana terhadap posisi dan sikap kami. Atas pertimbangan dan perkenan Bapak Menteri, kami mengucapkan terima kasih. (Red)","Kamis 23 Mar 2023,    12:08 WIB",Sport
Pimpinan Partai Kota Serang Bersatu untuk Menangkan Prabowo-Gibran dalam Pilpres 2024,"SERANG– Pada Minggu (19/11/2023), suasana haru dan semangat membara menghiasi pertemuan para pimpinan partai pendukung pasangan calon Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka. Acara konsolidasi yang digelar di salah satu hotel di Kota Serang tidak hanya menguatkan solidaritas, tetapi juga menandai pembentukan Tim Kampanye Daerah (TKD) tingkat Kota Serang.Dalam acara megah tersebut, Budi Rustandi, Ketua DPC Partai Gerindra Kota Serang, terpilih sebagai ketua TKD, sementara Ratu Ria Maryana, Ketua DPD Partai Golkar Kota Serang, menjadi sekretaris. Keputusan ini menjadi langkah strategis untuk memenangkan Pilpres 2024 dalam satu putaran.Kehadiran seluruh partai pendukung Prabowo-Gibran, beserta para relawan, menciptakan momentum sinergi yang luar biasa. Ketua TKD Prabowo-Gibran Kota Serang, Budi Rustandi, menyatakan komitmen kuat untuk memenangkan pasangan nomor urut dua, menjelaskan bahwa persiapan tim-tim turunan akan merambah ke tingkat kecamatan, kelurahan, hingga TPS di seluruh Kota Serang.“Kami siap memastikan kemenangan Prabowo-Gibran di Kota Serang dengan strategi yang terukur. Koordinasi dengan TKD tingkat Provinsi Banten dan TKN akan terus berlanjut agar gerakan kita semakin kuat,” ungkap Budi.Sekretaris TKD Prabowo-Gibran Kota Serang, Ratu Ria Maryana, menekankan pentingnya terbentuknya TKD untuk mengarahkan gerakan partai dan relawan. Dengan tekad satu tujuan, yakni memenangkan Prabowo-Gibran dalam satu putaran, Ratu Ria menyatakan bahwa TKD akan fokus pada isu-isu yang langsung menyentuh masyarakat.“Kami bersepakat untuk mengampanyekan program-program dari Prabowo-Gibran yang memberikan dampak langsung kepada masyarakat. Ini adalah langkah konkret untuk memenangkan Pilpres satu putaran,” jelasnya.Ratu Ria menambahkan bahwa TKD Kota Serang menjadi yang pertama di Indonesia yang terbentuk di tingkat kota/kabupaten, menjadi bukti nyata komitmen tinggi dalam mendukung pasangan Prabowo-Gibran. Suksesnya pembentukan TKD ini menandai awal dari pergerakan yang solid dan terarah menuju kemenangan besar pada Pilpres 2024.Hadir dalam pertemuan itu, seluruh partai pengusung Prabowo-Gibran beserta para relawannya. Hadir pula Ketua TKD Prabowo-Gibran tingkat Provinsi Banten, Airin Rachmi Diany dan Koordinator TKD Banten, Andra Soni. (Dhe/Red)","Selasa 21 Nov 2023,    04:24 WIB",Politik
Pemilu 2024 di Kota Tangerang Diharapkan Damai,"TANGERANG– Pemkot Tangerang bersama dengan Komisi Pemilihan Umum (KPU) Kota Tangerang menggelar acara Kirab Pemilu Damai 2023, yang merupakan bagian dari roadshow yang dilakukan oleh KPU Provinsi Banten di delapan kabupaten kota.Kirab Pemilihan Umum (Pemilu) Damai 2023 yang diikuti oleh seluruh partai politik yang berpartisipasi dalam kontestasi Pemilu pada tahun 2024, bertujuan untuk memberikan edukasi serta sosialisasi terkait Pemilu.Dalam acara tersebut, Walikota Tangerang, Arief R Wismansyah, mengungkapkan, politik adalah salah satu jalan mendorong partisipasi masyarakat dalam menyuarakan keinginan untuk kemajuan masyarakat melalui partai politik.“Semoga akan terpilih pemimpin yang baik pada pemilu yang akan datang,” ujar Arief, dalam acara Kirab Pemilu yang dirangkai dengan peringatan Hari Santri di Taman Elektrik, Pusat Pemerintahan Kota Tangerang, Minggu (12/11/2023).Lebih lanjut, walikota menitipkan pesan kepada para pimpinan dari seluruh partai politik yang berkontestasi pada pemilu tahun 2024, untuk turut memperhatikan santri yang ada di Kota Tangerang.“Karena mereka juga akan menjadi generasi yang akan menjadi pemimpin di masa yang akan datang,” ucap Arief, di hadapan puluhan ribu santri yang turut hadir dalam acara tersebut.Arief, juga menyampaikan dengan deklarasi Pemilu damai, menjadi sebuah komitmen agar Pemilu 2024 di Kota Tangerang dapat berjalan dengan kondusif dan damai.“Meski ada perbedaan pilihan namun kita harus tetap saling menghargai dan mengikuti setiap prosesnya nanti,” harapnya.Sementara itu, Ketua KPU Kota Tangerang, Ahmad Syailendra, menjelaskan, kegiatan Kirab Pemilu tahun 2024 merupakan agenda nasional yang diselenggarakan dari Sabang sampai Merauke.“Di Kota Tangerang yang paling meriah, tentu ini tak lepas dari dukungan dan peran serta dari Pemkot Tangerang,” pungkas Ketua KPU Kota Tangerang.(Ril/Red)","Senin 13 Nov 2023,    00:09 WIB",Politik
Mantan Walikota Cilegon Diduga Terima Rp500 juta di Kasus Korupsi Kapal...,"SERANG– Nama mantan Walikota Cilegon, Edi Ariadi disebut sebut menerima uang sebesar Rp500 juta di kasus korupsi pengadaan kapal tunda PT PCM.Hal tersebut terungkap dalam persidangan perdana kasus tersebut dengan terdakwa tunggal Dirut PT Am Indo Tek, RM Aryo Maulana Bagus pada Senin (4/12/2023) lalu.Dalam dakwaan JPU, Edi Ariadi disebut menjadi 1 dari 8 orang yang menerima uang.“Edi Ariadi sebanyak Rp500 juta dan USD 1.060,” kata JPU Achmad Afriansyah saat membacakan dakwaan.Selain Edi, nama-nama lain yang disebut menerima uang juga beberapanya merupakan mantan direksi PT PCM, yaitu Arief Rivai 4,2 miliar dan USD 2.120, Edi Ariadi Rp 500 juta dan USD 1.060, Akmal Dirmansyah Rp 70 juta daan USD 1.920, Aditria Fachrul Rozi Rp 100 juta, M Iqbal Kusuma Farizan Rp 20 juta, Ridia Al Qaddrina Rp 10 juta, Antok Subiantoro, USD 1.452, dan Rifatussauqi USD 50.Dijelaskan juga dalam dakwaan, Aryo didakwa melakukan korupsi pengadan kapal tunda tahun 2019 di PT PCM. PT PCM kemudian menunjuk PT AM Indo Tek dalam pengadaan kapal tunda dengan kapasitas 4.000 HP dengan dijanjikan akan diberikan proyek pengelolaan lahan Warnasari milik PT PCM.Padahal PT PCM tahu jika PT AM Indo Tek tidak memiliki kualifikasi usaha dalam bidang izin Usaha Angkutan Laut/SIUPAL serta tidak memiliki pengalaman dalam usaha bidang perkapalan.Terdakwa kemudian mengajak mantan Dirut PT PCM almarhum Arief Rivai dan Direktur Operasional PT PCM Akmal Firmansyah ke Singapura untuk diperlihatkan kapal tunda jenis tugboat ASD Tug Brecon Vessel 29m ASD/Towing Tug tahun 2016 untuk meyakinkan mereka. Kapal itu dihargai Rp73 Miliar.“Padahal kapal yang terdakwa perlihatkan bukan milik PT AM Indo Tek,” kata JPU Kejari Cilegon, Achmad Afriansyah.Terdakwa kemudian tidak melakukan kajian teknis, finansial dan bisnis tapi tetap disetujui oleh Arief Rivai. Kemudian terdakwa tidak dapat memenuhi pengadaan kapal setelah 6 bulan sejak tandatangan perjanjian kerja sama pada 8 April 2019.“Terjadi kerugian negara sebesar Rp23,6 miliar sebagai akibat dari proses KSO pembelian kapal secara patungan yang tidak sesuai ketentuan,” kata Ahmad.Perbuatan terdakwa diancam Pasal 2 ayat (1) dan Pasal 3 Undang-Undang RI Nomor 20 Tahun 2001 tentang Perubahan Atas Undang-Undang Republik Indonesia Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi.(Dra/red)","Kamis 7 Des 2023,    19:07 WIB",hukum
Arab Saudi Jadi Tuan Rumah Piala Dunia 2034 Setelah Australia Mundur,"JAKARTA– Arab Saudi akan menjadi tuan rumah Piala Dunia 2034 setelah FIFA mengonfirmasi mereka sebagai satu-satunya penawar untuk menggelar turnamen sepak bola terakbar sejagat itu.Dilansir dari BBC, Rabu (1/11/2023), Australia memutuskan untuk tidak mengajukan penawaran sebagai tuan rumah Piala Dunia 2034 hanya beberapa jam sebelum batas waktu deklarasi kertertarikan ditutup FIFA pada Selasa (31/10/2023).Dalam keterangannya, FIFA juga mengonfirmasi bahwa Maroko, Portugal dan Spanyol adalah satu-satunya penawar untuk edisi 2030, dengan pertandingan juga dimainkan di Argentina, Paraguay dan Uruguay.Kepastian tuan rumah Piala Dunia 2030 dan 2034 akan dikonfirmasi oleh badan sepak bola dunia itu dalam Kongres FIFA yang bakal berlangsung akhir tahun 2024 ini.Sementara untuk edisi 2026, tiga negara telah dipilih menjadi tuan rumah yakni Amerika, Meksiko, dan Kanada.“Tiga edisi, lima benua, dan 10 negara terlibat dalam pementasan pertandingan di turnamen ini – itulah yang membuat sepak bola benar-benar mendunia,” tulis presiden FIFA Gianni Infantino di Instagram.Gelandang Timnas Meksiko, Luis Chavez (tidak terlihat) melakukan selebrasi dengan rekan-rekannya setelah mencetak gol kedua timnya selama matchday ketiga Grup C Piala Dunia 2022 antara Arab Saudi vs Meksiko di Stadion Lusail, Qatar, Kamis (1/12/2022) dini hari WIB. [FIFA].Gelandang Timnas Meksiko, Luis Chavez (tidak terlihat) melakukan selebrasi dengan rekan-rekannya setelah mencetak gol kedua timnya selama matchday ketiga Grup C Piala Dunia 2022 antara Arab Saudi vs Meksiko di Stadion Lusail, Qatar, Kamis (1/12/2022) dini hari WIB. [FIFA]“Saat kita hidup di dunia yang semakin terpecah dan agresif, kami sekali lagi menunjukkan bahwa sepak bola, olahraga global terkemuka, bersatu dengan cara yang tiada duanya.”Sebelum Arab Saudi jadi satu-satunya kandidat tuan rumah Piala Dunia 2034, Australia dianggap sebagai penantang potensial karena FIFA telah mengumumkan edisi tersebut bakal berlangsung di Asia atau Oseania.Namun, Australia pada akhirnya berubah pikiran dengan beralasan mundur dari penawaran agar bisa fokus mengupayakan untuk menjadi tuan rumah Piala Asia Wanita pada tahun 2026 dan Piala Dunia Antarklub pada tahun 2029.Setelah batas waktu deklarasi kertertarikan ditutup, FIFA mengonfirmasi mereka akan segera memasuki proses penawaran dan evaluasi yang menyeluruh untuk penunjukkan host Piala Dunia 2030 dan 2034. (Red)","Rabu 1 Nov 2023,    13:09 WIB",Sport
2.064 Warga yang Tercatat dalam DPT Kota Serang Telah Meninggal Dunia,"SERANG– Sebanyak 2.064 warga kota Serang yang masuk Daftar Pemilih Tetap (DPT) Pemilu 2024 mendatang telah meninggal dunia. Data itu merupakan rekap sampai bulan November 2023.Komisioner KPU Kota Serang, Fahmi Musyafa menuturkan bahwa total jumlah tersebut KPU peroleh dari 3 sumber, yaitu Disdukcapil Kota Serang, Kemendagri dan laporan dari penyelenggara tingkat kecamatan atau desa.“Data dari Disdukcapil Kota Serang yang kami terima 1.488 pemilih meninggal dunia, kemudian dari Kemendagri itu sebanyak 358 pemilih, dan data dari laporan data masyarakat atau penyelenggara baik Panitia Pemungutan Suara (PPS) atau Panitia Pemilihan Kecamatan (PPK) itu sebanyak 218 pemilih,” ujar Fahmi.Dari data itu kata Fahmi, nantinya pemilih yang sudah meninggal dunia akan dinyatakan Tidak Memenuhi Syarat (TMS) sebagai pemilih karena telah meninggal.“Data-data tersebut kita jumlah semua dan kita TMS-kan,” imbuhnya.Untuk prosedur penghapusan dari DPT diharuskan ada bukti pendukung yaitu akta kematian atau surat keterangan kematian atau dapat berupa pernyataan dari keluarga pemilih yang bersangkutan langsung.Kemudian DPT yang sudah meninggal tadi akan diberikan kode meninggal dunia dalam Sistem Informasi Data Pemilih (SIDALIH). Otomatis saat sudah diberikan kode, DPT yang meninggal dunia otomatis terhapus sebagai di sistem sebagai DPT.DPT yang sudah dinyatakan meninggal dunia juga tidak akan ada di formulir C6 (Surat pemberitahuan memilih).Diketahui, jumlah DPT Kota Serang pada Pemilu 2024 sebanyak 508.278 pemilih. Terdiri dari 256.235 pemilih laki-laki, 251.953 pemilih perempuan. Tersebar di 1.877 TPS, 67 Kelurahan dan enam Kecamatan.(Dra/red)","Kamis 23 Nov 2023,    12:07 WIB",Politik
"Pesta Sabu, Tiga Panwascam di Lebak Ditangkap Polisi","LEBAK –Diduga mengkonsumsi narkoba jenis sabu, anggota Panitia Pengawas Kecamatan (Panwascam) di Kabupaten Lebak ditangkap Satuan Reserse Narkoba (Satreskoba) Polres Lebak. Kasatresnarkoba Polres Lebak AKP Ngapip Rujito membenarkan kejadian tersebut.“Benar, pelaku berinisial R sebagai Pengawas Kelurahan/Desa (PKD) dan R sebagai pekerja harian lepas. Setelah dilakukan tes urine pelaku positif narkoba jenis sabu,” kata Ngapip saat dihubungi hubungi, Selasa (31/10/2023).Ia mengungkapkan, kedua pelaku ditangkap usai mengkonsumsi narkoba. Polisi mengamankan mereka di lokasi yang berbeda. “Setelah dilakukan penggeledahan dirumah R, anggota menemukan sebuah alat hisap sabu (Bong),” ujarnya.Ia menambahkan, setelah penangkapan kedua pelaku, seorang pelaku berinisial W sebagai Panwascam menyerahkan diri kepada polisi. “Saat ini ketiganya sudah diserahkan ke BNN tinggal nungguassessment,”ucapnya.Sementara itu, Ketua Bawaslu Lebak Dedi Hidayat menegaskan, akan menindak dengan tegas secara etik jajaran pengawas yang terbukti melanggar hukum. “Hasil koordinasi dengan pihak kepolisian menerangkan bahwa pengawas yang diamankan polisi sudah ditetapkan sebagai tersangka,” tegasnya.Ia menambahkan, demi keberlangsungan tahapan Pemilu yang terus berjalan, Bawaslu akan melakukan Pergantian Antar Waktu (PAW) pada tiga orang yang sedang tersandung kasus hukum.“Pada kasus tersebut saya sampaikan bahwa domain tindakan kami di wilayah etik sebagai pengawas pemilu, untuk kasus pidana hukum kami menyerahkan sepenuhnya kepada pihak yang berwajib,” pungkasnya.(San/Red)","Selasa 31 Okt 2023,    13:33 WIB",hukum
Sandiaga Uno Serahkan Peluang Dirinya Jadi Cawapres kepada Megawati dan Mardiono,"JAKARTA– Sandiaga Uno menyerahkan nasib terkait peluang dirinya menjadi cawapres Ganjar Pranowo kepada para pimpinan partai politik, terutama kepada Plt Ketua Umum PPP Muhamad Mardiono dan Ketua Umum PDI Perjuangan Megawati Soekarnoputri.Menurut Sandiaga, keputusan terkait siapa pendamping Ganjar merupakan ranah para pimpinan. Dirinya hanya mengikuti apa yang nantinya menjadi keputusan bersama.Sandiaga merujuk pernyataan Presiden Joko Widodo atau Jokowi yang menegaskan bahwa percaturan terkait koalisi merupakan wewenang parpol dengan ketua umumnya masing-masing.“Saya ingin menyampaikan apa yang disampaikan bahwa presiden, itu urusannya partai politik. Ini sekarang sudah ada contohnya dari pak presiden, aku ora urus, yang urus itu partai politik, pimpinannya,” ujar Sandiaga di Kompleks Parlemen Senayan, Jakarta, Rabu (16/8/2023).“Dan karena saya bukan pimpinan partai politik, pimpinannya Pak Mardiono dan Ibu Megawati dan beberapa pimpinan partai politik lain. Ini yan nanti akan diputuskan,” kata Sandiaga.Sandiaga lantas menanggapi terkait peluang dirinya yang semakin besar untuk mendampingi Ganjar, usai Golkar dan PAN bergabung ke koalisi Gerindra dan PKB. Ia mengakui terkait peluang menjadi cawapres, dirinya memang selalu optimis.“Tapi tentunya kita harus realistis juga. Dan kita jangan sampai mengganggu kenyamanan komunikasi yang sudah terjalin. Jangan saling statement, merasa paling besar, merasa paling kuat,” kata Sandiaga.Ia berpesan dalam perjalanan menuju Pilpres 2024, sebaiknya langkah-langkah ke depan dilakukan perlahan, tanpa tergesa-gesa.“Kita alon-alon saja. Masih ada 2 bulan, saat ini masih rapat internal PPP setelah itu kita sampaikan ke koalisi nanti keputusnnya tentunya yang terbaik untuk partai,” kata Sandiaga. (Red)","Rabu 16 Agu 2023,    15:10 WIB",Politik
"21 KK Terdampak Gusuran Tol Serang-Panimbang Harus Kembalikan Uang Rp4,6 Miliar...","SERANG– Sebanyak 21 kepala keluarga (KK) terdampak gusuran pembangunan Tol Serang-Panimbang di Kecamatan Tunjung Teja, Kabupaten Serang, harus mengembalikan uang sebesar Rp4,6 miliar ke Kementerian Pekerjaan Umum dan Penataan Ruang (PUPR).Keputusan pengembalian itu setelah Mahkamah Agung (MA) mengabulkan Peninjauan Kembali (PK) yang diajukan Kementerian PUPR dan tertuang dalam putusan nomor 140/PK/PDT/2023.Keputusan MA itu juga membatalkan Putusan Mahkamah Agung Nomor 160 K/Pdt/2022, tanggal 23 Maret 2022 lalu.Putusan tersebut, menolak permohonan kasasi atas Putusan Pengadilan Tinggi Banten Nomor 96/PdtU2020/PT BTN, tanggal 29 September 2020 yang menguatkan Putusan Pengadilan Negeri Serang Nomor 117/Pdt.G/2018/PN Srg, tanggal 17 Oktober 2019.Diketahui, perkara ini bermula dari putusan Pengadilan Negeri Serang yang mengabulkan gugatan 21 warga pembebasan lahan untuk Tol Serang-Panimbang di Desa Bojong Catang.Warga menerima ganti rugi Rp250.000 per meter lahan yang terdampak pembangun tol, sehingga Kementerian PUPR diharuskan membayar sisa ganti rugi Rp4.625.834.000.Kemudian, PUPR melakukan perlawanan dengan banding ke Pengadilan Tinggi Banten, dan diputuskan memperkuat putusan PN Serang melalui dengan putusan Nomor 96/PDT/2022/PT BTN tertanggal 29 September 2020.Tak puas sampai di sana, Kementerian PUPR kembali melakukan upaya hukum kasasi ke MA. Namun PUPR kalah lagi dalam gugatannya.Terkait hal tersebut, kuasa hukum 21 KK Ridwan menilai, putusan PK MA wanprestasi.“Kenapa wanprestasi karena sudah menyalahi kesepakatan bersama. Ini sudah jelas dari hasil kesepakatan yang difasilitasi Pemkab Serang waktu proses banding disebutkan hanya sampai tingkat kasasi,” kata Riswan saat dihubungi via telepon, Kamis (25/1/2023).Dirinya juga menyarankan kepada warga untuk melakukan upaya hukum lain.“Ini kan (putusan) kasasi turun, tapi (Kementerian PUPR) tetap mengajukan PK. Dan putusan dulu kan istilahnya tidak dapat diterima. Maka mengacu putusan PK ini yah gugat ulang,” ucapnya.(Mir/Red)","Kamis 26 Okt 2023,    22:03 WIB",hukum
"Dipecat PDIP, Budiman Sudjatmiko Ucapkan Terima Kasih","JAKARTA– Budiman Sudjatmiko mengaku sudah menerima surat sanksi pemecatannya dari PDI Perjuangan (PDIP), pada Kamis (24/8/2023). Surat tersebut diterima saat Budiman sedang tidak di rumah.“Sudah sudah (menerima). Iya benar (pemecatan),” kata Budiman kepada wartawan, Kamis (24/8/2023) malam.Ia menegaskan, surat tersebut ditandatangani secara langsung oleh Ketua Umum DPP PDIP Megawati Soekarnoputri dan Sekjen DPP PDIP Hasto Kristiyanto.“(Surat diteken) Ibu Megawati dan pak sekjen Hasto kristiyanto, diterima oleh putri saya yang kebetulan waktu kecil dikasih nama oleh ibu Megawati,” tuturnya.Lebih lanjut, Budiman mengaku belum ada komentar mengenai adanya surat sanksi pemecatan tersebut.“Nggak ada komentar, saya cuma mau bilang bahwa saya sudah menerima suratnya dan terima kasih untuk semuanya,” pungkasnya.Di sisi lain, Ketua DPP PDIP bidang Kehormatan, Komarudin Watubun menyampaikan, sanksi pemecatan tersebut atas rekomendasi dirinya. Rekomendasi itu setelah pihaknya menggelar sidang komite disiplin pada Senin lalu.“Sidang Komite Disiplin sudah mengeluarkan rekomendasi kepada DPP sejak hari Senin,” tuturnya. (Red)","Jumat 25 Agu 2023,    07:05 WIB",Politik
Dua Perwira Polres Pandeglang Diganti,"PANDEGLANG– Dua perwira Polres Pandeglang yang menduduki jabatan Kasat Reskrim dan Kasat Lantas diganti oleh personel baru upacara serah terima jabatan pejabat utama itu dilakukan di Lapangan Apel Polres Pandeglang, Kamis (9/11/2023).Jabatan Kasat Reskrim yang awalnya diduduki oleh AKP Shilton kini dijabat oleh AKP Zhia Ul Archam, sedangkan jabatan Kasat Lantas yang sempat diemban oleh AKP Robby Rachman diserahkan kepada AKP Made Hendra Kusumanata.Upacara yang dipimpin langsung oleh Kapolres Pandeglang, AKBP Belny Warlansyah turut dihadiri juga Ibu Ketua Bhayangkari Cabang Pandeglang, Wakapolres Pandeglang, para PJU Polres Pandeglang, para Kapolsek jajaran Polres Pandeglang, para perwira staf Polres Pandeglang dan para bintara staf.Dalam amanatnya, Kapolres Pandeglang, AKBP Belny menyatakan bahwa mutasi di lingkungan Polri adalah hal yang wajar dan biasa terjadi dengan tujuan untuk mengembangkan karir para personelnya.“Rotasi mutasi di lingkungan Polri sudah menjadi hal yang biasa terjadi dengan tujuan untuk pengembangan karir anggota,” kata Kapolres saat menyampaikan sambutannya.Kapolres Pandeglang juga berpesan agar pejabat baru segera menyesuaikan diri dengan lingkungan kerja mereka serta menjalin hubungan yang baik demi terciptanya suasana yang aman dan kondusif.“Mutasi ini diharapkan menjadi momentum untuk memacu semangat, disiplin, dan etos kerja dalam pelaksanaan tugas serta memberikan pengabdian yang terbaik kepada masyarakat, bangsa, dan negara secara profesional,” pesannya.(Med/Red)","Kamis 9 Nov 2023,    18:07 WIB",hukum
Sandiaga Uno Ikhlas Jika Gagal Jadi Cawapres Ganjar,"SERANG– Ketua Badan Pemenangan Pemilu (Bappilu) Partai Persatuan Pembangunan (PPP) Sandiaga Uno mengaku dirinya dengan Ganjar Pranowo sudah memiliki chemistry yang luar biasa.“Saya pribadi sangat dekat sekali dan hampir rutin dengan Pak Ganjar,” kata Sandiaga Uno, usai rapat pemenangan Pemilu 2024, di kawasan Jakarta Selatan, Minggu (6/8/2023) malam.Kata dia, saat ini bagaimana para elite partai menyatukan mereka. Hal itu lantaran, percuma saja jika sudah terjadi chemistry di antara mereka, namun tidak didukung oleh pimpinan partai.“Jadi kalau chemistry sudah berulang kali dibahas. Tapi ini sekarang levelnya sudah level di atas, jadi kita serahkan saja, mudah-mudahan dapat hasil,” ucap Sandi melansir suara.com (jaringan BantenNews.co.id).Sandi mengatakan, jika nantinya Ganjar tidak jadi berpasangan dengannya, malah memiliki tambatan hati lain, ia bakal ikhlas menerima putusan pimpinan parpol.“Saya kerja ikhlas, jadi apapun yang diputuskan saya ikhlas. Ya Bu Mega, Pak Mar (Mardiono) itu kan pimpinan partai politik,” kata Sandi.Namun, Sandi tidak bisa memastikan kerja sama politik antara PPP dan PDI Perjuagan, jika dirinya gagal maju bersama Ganjar dalam pertarungan Pemilu 2024 nanti.“Itu nanti bisa ditanyakan pimpinan partai politik,” imbuhnya.(Red)","Senin 7 Agu 2023,    12:09 WIB",Politik
